Region|Subregion|Country|City/station|PM10_annual_mean_ug/m3|PM10_year|note on converted PM10|PM2.5_annual_mean_ug/m3|PM2.5_year|note on converted PM2.5|nr_and_type_of_monitoring_stations|Temporal_coverage|reference_for_air_quality
AmrHI|AmrA|Canada|Toronto|24||1|8|2010||Urban Residential, Urban Residential, Urban Commercial, Urban Residential, Urban Commercial, Urban Commercial||
AmrHI|AmrA|Canada|Trois-Rivières|34||1|11|2010||Urban Residential|N/A|
AmrHI|AmrA|Canada|Vancouver|11|2012||4|2012||3 residential stations (PM2.5), 1 residential station (PM10)|98%|
AmrHI|AmrA|Canada|Vanderhoof||||8|2010||Urban Residential|N/A|
AmrHI|AmrA|Canada|Vernon|18||1|5|2010||Urban Residential|N/A|
AmrHI|AmrA|Canada|Victoria|27||1|8|2010||Urban Commercial|N/A|
AmrHI|AmrA|Canada|Whistler|12||1|4|2010||Urban Residential|N/A|
AmrHI|AmrA|Canada|Williams Lake|15|2012||||| (PM2.5), residential (PM10)|100%|
AmrHI|AmrA|Canada|Windsor|29||1|10|2010||Urban Commercial, Urban Residential||
AmrHI|AmrA|Canada|Winnipeg|15||1|6|2010||Urban Residential, Urban Commercial||
AmrHI|AmrB|Chile|Antofagasta|38|2009||16||3|3 stations|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Calama|71|2009||29||3|4 stations|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Calera, rural|41|2008||17||3|1 station, rural|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Chillán|62|2011||53|2011||1 station|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Concón|37|2011||15||3|2 stations|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Copiapó|66|2008||27||3|3 stations|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Coquimbo|34|2009||14||3|2 stations|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Iquique|35|2009||14||3|3 stations|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|La Calera|58|2009||24||3|1 station|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|La Cruz|45|2008||18||3|1 station|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|La Quillota|36|2010||15||3|4 stations|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Los Andes|52|2010||21||3|1 station|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Machalì|38|2008||16||3|1 station|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Puente Alto|59|2011||22|2011||1 station|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Rancagua|79|2012||54|2012||1 station|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Rengo|53|2012||22||3|1 station|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|San Fernando|52|2012||21||3|1 station|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|San Pedro de la Paz|46|2011||27|2011||1 station|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Santiago|69|2011||26|2011||9 stations|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Talca|69|2008||44|2008||1 station|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Talcahuano|61|2009||20|2009||1 station|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Temuco|70|2011||48|2011||2 stations|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Tocopilla|52|2009||21||3|2 stations|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrB|Chile|Viña del Mar|44|2012||13|2012||1 station|NA|Sistema de Información Nacional de Calidad del Aire
AmrHI|AmrA|United States of America|Aberdeen, SD|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Adrian, MI|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Akron, OH|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Albany, GA|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Albany-Lebanon, OR|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Albany-Schenectady-Troy, NY|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Albuquerque, NM|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Alexandria, LA|20||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Allegan, MI|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Allentown-Bethlehem-Easton, PA-NJ|21||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Altoona, PA|19||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Anchorage, AK|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Anderson, IN|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Ann Arbor, MI|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Appleton, WI|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Asheville, NC|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Athens, OH|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Athens, TN|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Athens-Clarke County, GA|16||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Atlanta-Sandy Springs-Marietta, GA|23||2|14|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Atlantic City-Hammonton, NJ|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Augusta-Richmond County, GA-SC|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Augusta-Waterville, ME|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Austin-Round Rock, TX|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Bakersfield, CA|24||2|15|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Baltimore-Towson, MD|20||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Bangor, ME|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Baraboo, WI|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Baton Rouge, LA|19||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Bay City, MI|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Beaver Dam, WI|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Beckley, WV|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Bellingham, WA|7||2|4|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Bennington, VT|11||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Birmingham-Hoover, AL|20||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Bishop, CA|11||2|6|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Bismarck, ND|11||2|6|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Bloomington, IN|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Bloomington-Normal, IL|16||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Boise City-Nampa, ID|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Boone, NC|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Boston-Cambridge-Quincy, MA-NH|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Boulder, CO|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Bowling Green, KY|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Bradenton-Sarasota-Venice, FL|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Brainerd, MN|8||2|5|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Bremerton-Silverdale, WA|7||2|4|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Bridgeport-Stamford-Norwalk, CT|16||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Brigham City, UT|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Brookings, SD|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Brownsville-Harlingen, TX|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Brunswick, GA|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Buffalo-Niagara Falls, NY|16||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Burlington, NC|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Burlington-South Burlington, VT|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Butte-Silver Bow, MT|19||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Cadillac, MI|10||2|6|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Cambridge, MD|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Canton-Massillon, OH|21||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Cape Coral-Fort Myers, FL|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Casper, WY|9||2|5|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Cedar Rapids, IA|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Champaign-Urbana, IL|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Charleston, WV|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Charleston-North Charleston-Summerville, SC|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Charlotte-Gastonia-Concord, NC-SC|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Charlottesville, VA|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Chattanooga, TN-GA|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Cheyenne, WY|9||2|6|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Chicago-Naperville-Joliet, IL-IN-WI|22||2|13|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Chico, CA|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Cincinnati-Middletown, OH-KY-IN|23||2|14|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Clarksburg, WV|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Clarksville, TN-KY|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Clearlake, CA|7||2|4|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Cleveland-Elyria-Mentor, OH|24||2|15|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Clinton, IA|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Colorado Springs, CO|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Columbia, SC|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Columbia, TN|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Columbus, GA-AL|19||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Columbus, OH|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Concord, NH|16||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Cookeville, TN|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Corning, NY|11||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Corpus Christi, TX|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Dallas-Fort Worth-Arlington, TX|20||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Daphne-Fairhope-Foley, AL|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Davenport-Moline-Rock Island, IA-IL|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Dayton, OH|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Decatur, AL|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Decatur, IL|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Deltona-Daytona Beach-Ormond Beach, FL|11||2|6|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Denver-Aurora-Broomfield, CO|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Des Moines-West Des Moines, IA|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Detroit-Warren-Livonia, MI|21||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Dickinson, ND|7||2|4|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Dothan, AL|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Dover, DE|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Duluth, MN-WI|11||2|6|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Durango, CO|7||2|4|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Durham, NC|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Durham-Chapel Hill, NC|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Dyersburg, TN|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|East Stroudsburg, PA|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Eau Claire, WI|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|El Centro, CA|24||2|14|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|El Dorado, AR|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|El Paso, TX|21||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Elizabethtown, KY|20||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Elkhart-Goshen, IN|21||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Erie, PA|19||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Eugene-Springfield, OR|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Eureka-Arcata-Fortuna, CA|11||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Evansville, IN-KY|19||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Fairbanks, AK|31||2|19|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Fairmont, WV|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Fargo, ND-MN|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Farmington, NM|8||2|5|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Fayetteville, NC|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Fayetteville-Springdale-Rogers, AR-MO|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Flagstaff, AZ|9||2|5|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Flint, MI|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
